Jahr,Daten,Fitted,Vorhersage,Low80,High80,Low95,High95,Modell,Bezirk
1993,18,21.314435604804242,NA,NA,NA,NA,NA,ETS,11. Simmering 
1994,21,20.576949244842957,NA,NA,NA,NA,NA,ETS,11. Simmering 
1995,14,20.67108115708992,NA,NA,NA,NA,NA,ETS,11. Simmering 
1996,27,19.186716412631675,NA,NA,NA,NA,NA,ETS,11. Simmering 
1997,6,20.925229619477893,NA,NA,NA,NA,NA,ETS,11. Simmering 
1998,18,17.60425598291053,NA,NA,NA,NA,NA,ETS,11. Simmering 
1999,9,17.692311944600274,NA,NA,NA,NA,NA,ETS,11. Simmering 
2000,20,15.758208447045718,NA,NA,NA,NA,NA,ETS,11. Simmering 
2001,16,16.70203834302209,NA,NA,NA,NA,NA,ETS,11. Simmering 
2002,10,16.545829635452648,NA,NA,NA,NA,NA,ETS,11. Simmering 
2003,19,15.089334278059278,NA,NA,NA,NA,NA,ETS,11. Simmering 
2004,17,15.959486235188571,NA,NA,NA,NA,NA,ETS,11. Simmering 
2005,23,16.19100821974247,NA,NA,NA,NA,NA,ETS,11. Simmering 
2006,23,17.706059094693774,NA,NA,NA,NA,NA,ETS,11. Simmering 
2007,25,18.88399997924296,NA,NA,NA,NA,NA,ETS,11. Simmering 
2008,20,20.244855078160363,NA,NA,NA,NA,NA,ETS,11. Simmering 
2009,13,20.190373017911924,NA,NA,NA,NA,NA,ETS,11. Simmering 
2010,17,18.59046200559437,NA,NA,NA,NA,NA,ETS,11. Simmering 
2011,16,18.236572482605194,NA,NA,NA,NA,NA,ETS,11. Simmering 
2012,15,17.738918614599665,NA,NA,NA,NA,NA,ETS,11. Simmering 
2013,19,17.129489028342668,NA,NA,NA,NA,NA,ETS,11. Simmering 
2014,28,17.54569151112908,NA,NA,NA,NA,NA,ETS,11. Simmering 
2015,27,19.871852231281345,NA,NA,NA,NA,NA,ETS,11. Simmering 
2016,28,21.457917666856147,NA,NA,NA,NA,NA,ETS,11. Simmering 
2017,25,22.91357922185632,NA,NA,NA,NA,NA,ETS,11. Simmering 
2018,29,23.377823228525337,NA,NA,NA,NA,NA,ETS,11. Simmering 
2019,30,24.628799013435362,NA,NA,NA,NA,NA,ETS,11. Simmering 
2020,NA,NA,25.823930835716148,13.943278520841288,37.704583150591006,7.654041089530391,43.9938205819019,ETS,11. Simmering 
2021,NA,NA,25.823930835716148,13.615787359292774,38.03207431213952,7.153186579148276,44.49467509228402,ETS,11. Simmering 
2022,NA,NA,25.823930835716148,13.294845892245322,38.353015779186975,6.662348962098395,44.985512709333904,ETS,11. Simmering 
2023,NA,NA,25.823930835716148,12.97995062220922,38.66791104922308,6.1807582054201795,45.46710346601212,ETS,11. Simmering 
2024,NA,NA,25.823930835716148,12.670655009461216,38.97720666197108,5.707731385539763,45.940130285892536,ETS,11. Simmering 
2025,NA,NA,25.823930835716148,12.3665608660478,39.2813008053845,5.242659526533782,46.40520214489851,ETS,11. Simmering 
2026,NA,NA,25.823930835716148,12.067311349542578,39.58055032188972,4.784996885005956,46.86286478642634,ETS,11. Simmering 
2027,NA,NA,25.823930835716148,11.772585207765736,39.87527646366656,4.334252148145072,47.31360952328723,ETS,11. Simmering 
2028,NA,NA,25.823930835716148,11.482092012092815,40.16576965933948,3.8899811436998313,47.75788052773247,ETS,11. Simmering 
2029,NA,NA,25.823930835716148,11.19556817960402,40.45229349182827,3.4517807563812113,48.196080915051084,ETS,11. Simmering 
1987,2,1.998000001370567,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1988,16,4.041469714643705,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1989,21,8.720327238181381,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1990,26,18.400116870690784,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1991,31,23.400116870690788,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1992,17,28.400116870690788,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1993,18,24.2796727620658,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1994,21,17.480023374138156,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1995,14,19.440070122414472,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1996,27,17.6398363810329,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1997,6,20.240303863796044,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1998,18,16.9195091430987,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
1999,9,11.760280489657886,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2000,20,13.679789632756586,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2001,16,14.280257115519728,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2002,10,18.079906503447372,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2003,19,13.119859755171056,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2004,17,14.320210367243412,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2005,23,18.039953251723684,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2006,23,19.880140244828944,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2007,25,23,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2008,20,23.960046748276312,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2009,13,22.599883129309212,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2010,17,16.6398363810329,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2011,16,14.920093496552628,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2012,15,16.519976625861844,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2013,19,15.519976625861844,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2014,28,16.920093496552628,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2015,27,23.320210367243412,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2016,28,27.519976625861844,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2017,25,27.480023374138156,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2018,29,26.559929877585528,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2019,30,26.92009349655263,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",11. Simmering 
2020,NA,NA,29.480023374138156,20.899018842651792,38.06102790562452,16.356509435983668,42.603537312292644,"ARIMA (0,1,0) mit Drift",11. Simmering 
2021,NA,NA,29.750399065580822,20.2319705471741,39.268827583987544,15.193218857566118,44.30757927359553,"ARIMA (0,1,0) mit Drift",11. Simmering 
2022,NA,NA,29.6098100258294,18.11792193159361,41.101698120065194,12.034483847287966,47.185136204370835,"ARIMA (0,1,0) mit Drift",11. Simmering 
2023,NA,NA,29.6829130403525,17.05573973605169,42.31008634465331,10.37131796422453,48.99450811648047,"ARIMA (0,1,0) mit Drift",11. Simmering 
2024,NA,NA,29.64490118152045,15.724195667091369,43.565606695949526,8.355019306127765,50.93478305691313,"ARIMA (0,1,0) mit Drift",11. Simmering 
2025,NA,NA,29.664666459618676,14.684343005244326,44.64498991399303,6.754238789970177,52.57509412926717,"ARIMA (0,1,0) mit Drift",11. Simmering 
2026,NA,NA,29.65438897700394,13.625038697879827,45.68373925612805,5.1396132260106135,54.16916472799727,"ARIMA (0,1,0) mit Drift",11. Simmering 
2027,NA,NA,29.659733027736305,12.6752745313362,46.64419152413641,3.6842453104603727,55.635220745012234,"ARIMA (0,1,0) mit Drift",11. Simmering 
2028,NA,NA,29.656954246268054,11.753862335419715,47.56004615711639,2.2765379598100743,57.03737053272603,"ARIMA (0,1,0) mit Drift",11. Simmering 
2029,NA,NA,29.658399147679923,10.888738527959003,48.42805976740084,0.9526803878892558,58.364117907470586,"ARIMA (0,1,0) mit Drift",11. Simmering 
1987,2,1.9991055730822682,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1988,16,15.971378445788536,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1989,21,26.148918138835406,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1990,26,32.446140310794995,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1991,31,34.59656550903583,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1992,17,35.99999999998964,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1993,18,23.777939301545796,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1994,21,10.189113122995941,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1995,14,15.818572641660985,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1996,27,17.13652074674094,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1997,6,22.12466884768338,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1998,18,14.189207788355631,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1999,9,7.499025427076241,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2000,20,9.777683930562736,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2001,16,17.520471139819684,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2002,10,20.411268486809846,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2003,19,12.181427358339022,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2004,17,12.395600489694385,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2005,23,21.035057426929143,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2006,23,24.64719627043281,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2007,25,26.364507394723944,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2008,20,27.21055883573939,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2009,13,21.855793488602124,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2010,17,10.984480236785332,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2011,16,9.769903500546121,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2012,15,16.072076471428367,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2013,19,15.998091950971046,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2014,28,17.532121236435323,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2015,27,29.534029285464282,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2016,28,34.93766557615831,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2017,25,30.809032396516226,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2018,29,25.575066230463335,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2019,30,26.9434432917863,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2020,NA,NA,31.483398526779336,21.684325391264238,41.282471662294434,16.497009415450858,46.46978763810782,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2021,NA,NA,33.63701931635826,20.411519498257938,46.86251913445859,13.41036280253924,53.863675830177286,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2022,NA,NA,34.864526349317345,14.284302804755274,55.44474989387942,3.3897905481217556,66.33926215051294,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2023,NA,NA,36.83697578903748,9.228538932199978,64.44541264587498,-5.386484712807231,79.0604362908822,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2024,NA,NA,38.36486636411324,2.705698943553436,74.02403378467304,-16.17112402600494,92.90085675423143,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2025,NA,NA,40.08122304884043,-4.5017946512687175,84.66424074894957,-28.10261860344039,108.26506470112125,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2026,NA,NA,41.769131663680426,-12.141982282060766,95.68024560942162,-40.68080210483356,124.21906543219441,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2027,NA,NA,43.41283587461547,-20.620094080966282,107.44576583019722,-54.51707963696478,141.34275138619572,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2028,NA,NA,45.11624932171655,-29.49375203841845,119.72625068185155,-68.98990097603344,159.22239961946656,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
2029,NA,NA,46.772031088661436,-38.997636794801934,132.5416989721248,-84.40135634043727,177.94541851776015,"ARIMA (0, 1, 2) mit Drift",11. Simmering 
1987,8,7.994944889462835,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1988,15,12.164844419333152,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1989,16,15.923653448753623,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1990,20,19.687447890433475,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1991,21,23.210860191010017,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1992,16,22.564941620300083,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1993,16,22.713577186665667,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1994,20,17.742898948843166,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1995,14,22.845209496442138,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1996,16,19.32407702438593,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1997,13,18.454613568946254,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1998,16,16.527524072867315,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
1999,17,20.182302611694286,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2000,27,18.193597493647477,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2001,22,30.746783234382875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2002,28,24.5220013984625,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2003,47,32.71049773145331,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2004,41,43.65975166847246,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2005,36,48.74991099428716,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2006,36,40.534846674623005,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2007,32,36.37832378511441,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2008,56,39.73367908787884,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2009,34,51.73043676750049,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2010,42,42.78627998741767,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2011,38,47.73651106679094,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2012,47,33.02872187998149,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2013,70,60.04071107848652,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2014,47,58.266628869209484,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2015,73,63.249460395462066,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2016,93,69.91379582684311,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2017,100,85.50466839804746,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2018,126,115.95105675629266,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2019,93,111.83266260175768,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",21. Floridsdorf 
2020,NA,NA,111.85667340720717,97.8940761846039,125.81927062981043,90.50272369289192,133.21062312152242,"ARIMA (0,1,0)",21. Floridsdorf 
2021,NA,NA,111.03185682783726,93.14044105360242,128.9232726020721,83.66929765135151,138.394416004323,"ARIMA (0,1,0)",21. Floridsdorf 
2022,NA,NA,104.8125223375724,83.48162325330067,126.14342142184414,72.18972737007954,137.43531730506527,"ARIMA (0,1,0)",21. Floridsdorf 
2023,NA,NA,126.10184541369372,100.81349089910137,151.39019992828608,87.42664465747652,164.77704616991093,"ARIMA (0,1,0)",21. Floridsdorf 
2024,NA,NA,108.31617742056554,81.11923257606676,135.5131222650643,66.72203964423056,149.9103151969005,"ARIMA (0,1,0)",21. Floridsdorf 
2025,NA,NA,127.0440103477748,96.51307412088065,157.57494657466896,80.35097276128278,173.73704793426683,"ARIMA (0,1,0)",21. Floridsdorf 
2026,NA,NA,124.44559220464436,91.96670764319373,156.92447676609498,74.77342472426233,174.11775968502639,"ARIMA (0,1,0)",21. Floridsdorf 
2027,NA,NA,121.20170566370335,86.6202157889841,155.7831955384226,68.31388085161043,174.08953047579627,"ARIMA (0,1,0)",21. Floridsdorf 
2028,NA,NA,139.40336004397483,102.36358987590495,176.4431302120447,82.75591995894959,196.05080012900007,"ARIMA (0,1,0)",21. Floridsdorf 
2029,NA,NA,123.73575186783837,85.29989096941839,162.17161276625836,64.9531752622053,182.51832847347146,"ARIMA (0,1,0)",21. Floridsdorf 
1987,8,9.143915204768707,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1988,15,10.773276755270977,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1989,16,16.005987802798924,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1990,20,18.399157275936943,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1991,21,21.870439275289044,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1992,16,23.683759060808462,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1993,16,20.925551702502222,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1994,20,20.017212575375815,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1995,14,22.40166207243164,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1996,16,19.160510322627058,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1997,13,19.435102279186804,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1998,16,17.512269918145282,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
1999,17,18.891799533777554,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2000,27,20.01653010196089,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2001,22,27.095989736746994,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2002,28,26.07135781525013,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2003,47,29.7594375340257,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2004,41,43.72134009199394,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2005,36,44.29140190284124,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2006,36,41.12392327284296,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2007,32,40.080855255296505,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2008,56,37.05330252612149,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2009,34,52.159249393674365,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2010,42,42.37062097214509,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2011,38,44.51556936244022,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2012,47,42.537488620568276,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2013,70,47.92456908306402,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2014,47,65.12959583784004,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2015,73,55.36101292715383,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2016,93,69.58977420409464,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2017,100,87.69254880440131,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2018,126,98.34818775074098,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2019,93,119.30045389375374,NA,NA,NA,NA,NA,ETS,21. Floridsdorf 
2020,NA,NA,104.05587069299038,66.54553096971982,141.56621041626096,46.688756577507824,161.42298480847293,ETS,21. Floridsdorf 
2021,NA,NA,106.4551133210698,60.02028467113383,152.88994197100578,35.43917121694713,177.47105542519247,ETS,21. Floridsdorf 
2022,NA,NA,108.85435594914922,54.41822627015794,163.29048562814052,25.60147990647883,192.10723199181962,ETS,21. Floridsdorf 
2023,NA,NA,111.25359857722864,49.35791170395424,173.14928545050304,16.592314293725153,205.91488286073212,ETS,21. Floridsdorf 
2024,NA,NA,113.65284120530805,44.64271518189746,182.66296722871863,8.11096118194989,219.1947212286662,ETS,21. Floridsdorf 
2025,NA,NA,116.05208383338748,40.15602558470694,191.94814208206805,-0.020920745834800414,232.12508841260978,ETS,21. Floridsdorf 
2026,NA,NA,118.45132646146689,35.82215603473172,201.08049688820205,-7.919084580090853,244.82173750302462,ETS,21. Floridsdorf 
2027,NA,NA,120.85056908954631,31.588745521089947,210.11239265800268,-15.663609576528117,257.3647477556207,ETS,21. Floridsdorf 
2028,NA,NA,123.24981171762573,27.417787893378815,219.08183554187264,-23.31262112626092,269.8122445615124,ETS,21. Floridsdorf 
2029,NA,NA,125.64905434570515,23.280632291662187,228.01747639974812,-30.90993693831534,282.20804562972563,ETS,21. Floridsdorf 
1987,8,7.994944889462835,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",21. Floridsdorf 
1988,15,12.164844419333152,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",21. Floridsdorf 
1989,16,15.923653448753623,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",21. Floridsdorf 
1990,20,19.687447890433475,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",21. Floridsdorf 
1991,21,23.210860191010017,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",21. Floridsdorf 
1992,16,22.564941620300083,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",21. Floridsdorf 
